term,pmid,focused_sentences,text,relationships,model_curie:ft-user-92vwagyayt5ojmicz5l5vwi1-2021-10-01-12-16-16
causes,26520637,"2 % of excess YPLL due to epilepsy in the United States (US) and in the United Kingdom (UK) in 2010, with 541 (346-792) and 44 (28-65) excess suicide cases, respectively. 

###

","EPILEPSY, EXCESS DEATHS AND YEARS OF LIFE LOST FROM EXTERNAL CAUSES. We systematically quantified excess mortality in epilepsy patients by cause of death using the population-attributable fraction and epilepsy-attributable years of potential life lost (YPLL) by age 75 years at ages 15 and over. We updated and undertook a re-review of mortality studies from our previous systematic review following PRISMA guidelines to identify cohort studies of general epilepsy populations reporting a relative risk (RR) of death by cause relative to the background rates in the population. Studies on epilepsy prevalence were identified through published reviews. Country-specific mortality figures were obtained from the WHO World Mortality Database. We performed a pooled analysis with the DerSimonian-Laird random effects method. In countries with very high Human Development Indices, epilepsy contributed to 0.5-1.1 % of all deaths in the total population. Among external causes, suicides (RR 2.9, 95 % confidence interval 2.2-3.8; I(2) 52 %) were the major contributor to YPLL, corresponding to 6.7 % and 4.2 % of excess YPLL due to epilepsy in the United States (US) and in the United Kingdom (UK) in 2010, with 541 (346-792) and 44 (28-65) excess suicide cases, respectively. Fatal accidental falls were more common, with 813 (610-1064) and 95 (71-125) excess deaths in the US and in the UK, but these caused only 2.0 % of excess YPLL as they occurred in older age groups. Suicides were the most important external cause of death in epilepsy patients in terms of excess YPLL, whereas other external causes were either more common in older ages or caused less excess deaths.","
epilepsy, causes, excess YPLL
"," 
excess YPLL, causes, epilepsy
excess YP"
causes,30736803," No systematic review has explored the causes of and factors associated with maternal mortality in the context of Iran. 

###

","DETERMINANTS AND CAUSES OF MATERNAL MORTALITY IN IRAN BASED ON ICD-MM: A SYSTEMATIC REVIEW. No systematic review has explored the causes of and factors associated with maternal mortality in the context of Iran. This study reviewed determinants and causes of maternal mortalities during pregnancy, delivery and the puerperium using the International Classification of Diseases-Maternal Mortality (ICD-MM), introduced by the World Health Organization.",," 
"
causes,24989986," It is regarded as a major cause of uncontrolled hypertension. 

###

","THE CONCEPT AND DEFINITION OF THERAPEUTIC INERTIA IN HYPERTENSION IN PRIMARY CARE: A QUALITATIVE SYSTEMATIC REVIEW. Therapeutic inertia has been defined as the failure of health-care provider to initiate or intensify therapy when therapeutic goals are not reached. It is regarded as a major cause of uncontrolled hypertension. The exploration of its causes and the interventions to reduce it are plagued by unclear conceptualizations and hypothesized mechanisms. We therefore systematically searched the literature for definitions and discussions on the concept of therapeutic inertia in hypertension in primary care, to try and form an operational definition.",," 
"
causes,24989986,"The exploration of its causes and the interventions to reduce it are plagued by unclear conceptualizations and hypothesized mechanisms. 

###

","THE CONCEPT AND DEFINITION OF THERAPEUTIC INERTIA IN HYPERTENSION IN PRIMARY CARE: A QUALITATIVE SYSTEMATIC REVIEW. Therapeutic inertia has been defined as the failure of health-care provider to initiate or intensify therapy when therapeutic goals are not reached. It is regarded as a major cause of uncontrolled hypertension. The exploration of its causes and the interventions to reduce it are plagued by unclear conceptualizations and hypothesized mechanisms. We therefore systematically searched the literature for definitions and discussions on the concept of therapeutic inertia in hypertension in primary care, to try and form an operational definition.",," 
"
causes,15663319," In children with low back pain (LBP), a specific cause is often identified. 

###

","IMAGING OF LOW BACK PAIN IN CHILDREN AND ADOLESCENTS. In children with low back pain (LBP), a specific cause is often identified. LBP has a relatively high prevalence during school years. However, only a minority of the children suffering from LBP seek medical attention. Protracted back pain in childhood is a serious condition that should be thoroughly investigated. This article is a systematic review of the intrinsic causes of LBP. Imaging modalities are discussed, with emphasis on magnetic resonance imaging. We have divided the intrinsic causes of LBP into four main groups: mechanical, developmental, infectious/inflammatory, and neoplastic. Disk protrusion is prevalent in young athletes. Spondylolysis and spondylolisthesis are the most common causes of chronic LBP in children. Thoracic or thoracolumbar Scheuermann disease causes kyphosis while a lumbar localization is more painful. Childhood diskitis is associated with fever and leukocytosis. Spinal inflammatory arthritides in children include juvenile rheumatoid arthritis, the juvenile spondyloarthropathies, and SAPHO syndrome, where spine as well as sacroiliac joint changes may be seen. Cysts, tumors, tumor-like lesions, and metastases are infrequent causes of back pain in children. Several of these conditions are described and illustrated in this review of LBP in children and adolescents.",," 
"
causes,15663319," This article is a systematic review of the intrinsic causes of LBP. 

###

","IMAGING OF LOW BACK PAIN IN CHILDREN AND ADOLESCENTS. In children with low back pain (LBP), a specific cause is often identified. LBP has a relatively high prevalence during school years. However, only a minority of the children suffering from LBP seek medical attention. Protracted back pain in childhood is a serious condition that should be thoroughly investigated. This article is a systematic review of the intrinsic causes of LBP. Imaging modalities are discussed, with emphasis on magnetic resonance imaging. We have divided the intrinsic causes of LBP into four main groups: mechanical, developmental, infectious/inflammatory, and neoplastic. Disk protrusion is prevalent in young athletes. Spondylolysis and spondylolisthesis are the most common causes of chronic LBP in children. Thoracic or thoracolumbar Scheuermann disease causes kyphosis while a lumbar localization is more painful. Childhood diskitis is associated with fever and leukocytosis. Spinal inflammatory arthritides in children include juvenile rheumatoid arthritis, the juvenile spondyloarthropathies, and SAPHO syndrome, where spine as well as sacroiliac joint changes may be seen. Cysts, tumors, tumor-like lesions, and metastases are infrequent causes of back pain in children. Several of these conditions are described and illustrated in this review of LBP in children and adolescents.",," 
"
causes,15663319," We have divided the intrinsic causes of LBP into four main groups: mechanical, developmental, infectious/inflammatory, and neoplastic. 

###

","IMAGING OF LOW BACK PAIN IN CHILDREN AND ADOLESCENTS. In children with low back pain (LBP), a specific cause is often identified. LBP has a relatively high prevalence during school years. However, only a minority of the children suffering from LBP seek medical attention. Protracted back pain in childhood is a serious condition that should be thoroughly investigated. This article is a systematic review of the intrinsic causes of LBP. Imaging modalities are discussed, with emphasis on magnetic resonance imaging. We have divided the intrinsic causes of LBP into four main groups: mechanical, developmental, infectious/inflammatory, and neoplastic. Disk protrusion is prevalent in young athletes. Spondylolysis and spondylolisthesis are the most common causes of chronic LBP in children. Thoracic or thoracolumbar Scheuermann disease causes kyphosis while a lumbar localization is more painful. Childhood diskitis is associated with fever and leukocytosis. Spinal inflammatory arthritides in children include juvenile rheumatoid arthritis, the juvenile spondyloarthropathies, and SAPHO syndrome, where spine as well as sacroiliac joint changes may be seen. Cysts, tumors, tumor-like lesions, and metastases are infrequent causes of back pain in children. Several of these conditions are described and illustrated in this review of LBP in children and adolescents.","
mechanical disorders, causes, LBP
developmental disorders, causes, LBP
infectious disorders, causes, LBP
inflammatory disorders, causes, LBP
neoplastic disorders, causes, LBP
"," 
"
causes,15663319," Spondylolysis and spondylolisthesis are the most common causes of chronic LBP in children. 

###

","IMAGING OF LOW BACK PAIN IN CHILDREN AND ADOLESCENTS. In children with low back pain (LBP), a specific cause is often identified. LBP has a relatively high prevalence during school years. However, only a minority of the children suffering from LBP seek medical attention. Protracted back pain in childhood is a serious condition that should be thoroughly investigated. This article is a systematic review of the intrinsic causes of LBP. Imaging modalities are discussed, with emphasis on magnetic resonance imaging. We have divided the intrinsic causes of LBP into four main groups: mechanical, developmental, infectious/inflammatory, and neoplastic. Disk protrusion is prevalent in young athletes. Spondylolysis and spondylolisthesis are the most common causes of chronic LBP in children. Thoracic or thoracolumbar Scheuermann disease causes kyphosis while a lumbar localization is more painful. Childhood diskitis is associated with fever and leukocytosis. Spinal inflammatory arthritides in children include juvenile rheumatoid arthritis, the juvenile spondyloarthropathies, and SAPHO syndrome, where spine as well as sacroiliac joint changes may be seen. Cysts, tumors, tumor-like lesions, and metastases are infrequent causes of back pain in children. Several of these conditions are described and illustrated in this review of LBP in children and adolescents.","
spondylolysis, causes, LBP
spondylolisthesis, causes, LBP
"," 
"
causes,15663319,"Thoracic or thoracolumbar Scheuermann disease causes kyphosis while a lumbar localization is more painful. 

###

","IMAGING OF LOW BACK PAIN IN CHILDREN AND ADOLESCENTS. In children with low back pain (LBP), a specific cause is often identified. LBP has a relatively high prevalence during school years. However, only a minority of the children suffering from LBP seek medical attention. Protracted back pain in childhood is a serious condition that should be thoroughly investigated. This article is a systematic review of the intrinsic causes of LBP. Imaging modalities are discussed, with emphasis on magnetic resonance imaging. We have divided the intrinsic causes of LBP into four main groups: mechanical, developmental, infectious/inflammatory, and neoplastic. Disk protrusion is prevalent in young athletes. Spondylolysis and spondylolisthesis are the most common causes of chronic LBP in children. Thoracic or thoracolumbar Scheuermann disease causes kyphosis while a lumbar localization is more painful. Childhood diskitis is associated with fever and leukocytosis. Spinal inflammatory arthritides in children include juvenile rheumatoid arthritis, the juvenile spondyloarthropathies, and SAPHO syndrome, where spine as well as sacroiliac joint changes may be seen. Cysts, tumors, tumor-like lesions, and metastases are infrequent causes of back pain in children. Several of these conditions are described and illustrated in this review of LBP in children and adolescents.","
thoracolumbar Scheuermann disease, causes, kyphosis
thoracic Scheuermann disease, causes, kyphosis
"," 
"
causes,15663319," Cysts, tumors, tumor-like lesions, and metastases are infrequent causes of back pain in children. 

###

","IMAGING OF LOW BACK PAIN IN CHILDREN AND ADOLESCENTS. In children with low back pain (LBP), a specific cause is often identified. LBP has a relatively high prevalence during school years. However, only a minority of the children suffering from LBP seek medical attention. Protracted back pain in childhood is a serious condition that should be thoroughly investigated. This article is a systematic review of the intrinsic causes of LBP. Imaging modalities are discussed, with emphasis on magnetic resonance imaging. We have divided the intrinsic causes of LBP into four main groups: mechanical, developmental, infectious/inflammatory, and neoplastic. Disk protrusion is prevalent in young athletes. Spondylolysis and spondylolisthesis are the most common causes of chronic LBP in children. Thoracic or thoracolumbar Scheuermann disease causes kyphosis while a lumbar localization is more painful. Childhood diskitis is associated with fever and leukocytosis. Spinal inflammatory arthritides in children include juvenile rheumatoid arthritis, the juvenile spondyloarthropathies, and SAPHO syndrome, where spine as well as sacroiliac joint changes may be seen. Cysts, tumors, tumor-like lesions, and metastases are infrequent causes of back pain in children. Several of these conditions are described and illustrated in this review of LBP in children and adolescents.","
cysts, causes, back pain in children
tumors, causes, back pain in children
tumor-like lesions, causes, back pain in children
metastases, causes, back pain in children
"," 
"
causes,26974033," Implant displacement into the maxillary sinus often results from features specific to the posterior maxillary teeth, including poor bone quality and insufficient remaining bone. 

###

","IMPLANTS DISPLACED INTO THE MAXILLARY SINUS: A SYSTEMATIC REVIEW. Implant displacement into the maxillary sinus often results from features specific to the posterior maxillary teeth, including poor bone quality and insufficient remaining bone. This study reviews implants displaced into the maxillary sinus, the causes and complications of displacement, and how to remove them, according to when the displacement occurs.","
poor bone quality, causes, implant displacement
insufficient remaining bone, causes, implant displacement
"," 
prosthetic replacement of the posterior maxillary teeth, causes, implant"
causes,26946904," The purpose of this study was to define the overall incidence of REVAS as well as both the sites of reflux and the causes of REVAS through a systematic review and meta-analysis of randomized controlled trials (RCTs) for EVA. 

###

","RECURRENCE OF VARICOSE VEINS AFTER ENDOVENOUS ABLATION OF THE GREAT SAPHENOUS VEIN IN RANDOMIZED TRIALS. Recurrence of varicose veins after surgery (REVAS) for saphenous incompetence has been well described after ligation and stripping (L&S) but not after the now most frequently performed method of saphenous ablation, endovenous ablation (EVA). The purpose of this study was to define the overall incidence of REVAS as well as both the sites of reflux and the causes of REVAS through a systematic review and meta-analysis of randomized controlled trials (RCTs) for EVA. These studies have the advantage of prospectively collected data and a uniform duplex follow-up.",," 
"
causes,23223739," The objective was to identify how the causes of death and the relationship with socioeconomic conditions are stated in the literature. 

###

","[POSTNATAL MORTALITY IN BRAZILIAN TERRITORY: A LITERATURE REVIEW]. This is a systematic review regarding postnatal mortality, covering the period between 2004 and 2009. The objective was to identify how the causes of death and the relationship with socioeconomic conditions are stated in the literature. Twenty-seven articles were selected, 74.4% of which were published in public health journals, with 66.7% having an ecological study design. Nearly all articles addressed cause groups and their components (66.7%), followed by the remaining third, which addressed the identification of the determinant factors of the deaths. The Southeast region produced over 37% of the studies. In most Brazilians cities and states, there was a reduction of deaths by more than 50% by the end of the 1900s. Among the cause of death groups, the diarrhea-pneumonia group was predominant, followed by congenital abnormalities. The basic life conditions according to socioeconomic indicators - housing, basic sanitation, education, and accessibility to health - were determinants for the highest postnatal death rates due to reducible causes.",," 
"
causes,23223739," Among the cause of death groups, the diarrhea-pneumonia group was predominant, followed by congenital abnormalities. 

###

","[POSTNATAL MORTALITY IN BRAZILIAN TERRITORY: A LITERATURE REVIEW]. This is a systematic review regarding postnatal mortality, covering the period between 2004 and 2009. The objective was to identify how the causes of death and the relationship with socioeconomic conditions are stated in the literature. Twenty-seven articles were selected, 74.4% of which were published in public health journals, with 66.7% having an ecological study design. Nearly all articles addressed cause groups and their components (66.7%), followed by the remaining third, which addressed the identification of the determinant factors of the deaths. The Southeast region produced over 37% of the studies. In most Brazilians cities and states, there was a reduction of deaths by more than 50% by the end of the 1900s. Among the cause of death groups, the diarrhea-pneumonia group was predominant, followed by congenital abnormalities. The basic life conditions according to socioeconomic indicators - housing, basic sanitation, education, and accessibility to health - were determinants for the highest postnatal death rates due to reducible causes.","
diarrhea-pneumonia, causes, death
congenital abnormalities, causes, death
"," 
diarrhea-pneumonia, causes, death
congen"
causes,15806465," In nephrogenic diabetes insipidus (NDI), the kidney is unable to produce concentrated urine because of the insensitivity of the distal nephron to antidiuretic hormone (arginine vasopressin). 

###

","CAUSES OF REVERSIBLE NEPHROGENIC DIABETES INSIPIDUS: A SYSTEMATIC REVIEW. In nephrogenic diabetes insipidus (NDI), the kidney is unable to produce concentrated urine because of the insensitivity of the distal nephron to antidiuretic hormone (arginine vasopressin). In settings in which fluid intake cannot be maintained, this may result in severe dehydration and electrolyte imbalances. The risk for conversion of reversible to irreversible NDI seems to be a potential complication. This review summarizes the reversible causes of acquired NDI to facilitate earlier recognition and more effective treatment by clinicians.","
insensitivity of the distal nephron to antidiuretic hormone, causes, inability to produce concentrated urine
"," 
"
causes,15806465," In settings in which fluid intake cannot be maintained, this may result in severe dehydration and electrolyte imbalances. 

###

","CAUSES OF REVERSIBLE NEPHROGENIC DIABETES INSIPIDUS: A SYSTEMATIC REVIEW. In nephrogenic diabetes insipidus (NDI), the kidney is unable to produce concentrated urine because of the insensitivity of the distal nephron to antidiuretic hormone (arginine vasopressin). In settings in which fluid intake cannot be maintained, this may result in severe dehydration and electrolyte imbalances. The risk for conversion of reversible to irreversible NDI seems to be a potential complication. This review summarizes the reversible causes of acquired NDI to facilitate earlier recognition and more effective treatment by clinicians.",," 
"
causes,26501943," Several recent cough guidelines have advised consideration of occupational or environmental causes for chronic cough, but it is unclear how frequently this recommendation has been routinely applied. 

###

","EVALUATION OF OCCUPATIONAL AND ENVIRONMENTAL FACTORS IN THE ASSESSMENT OF CHRONIC COUGH IN ADULTS: A SYSTEMATIC REVIEW. Several recent cough guidelines have advised consideration of occupational or environmental causes for chronic cough, but it is unclear how frequently this recommendation has been routinely applied. Therefore, we undertook a systematic review to address this aspect.",," 
"
causes,24583403," The purpose of this review is to assess the extent to which dementia is omitted as a cause of death from the death certificates of patients with dementia. 

###

","UNDER REPORTING OF DEMENTIA DEATHS ON DEATH CERTIFICATES: A SYSTEMATIC REVIEW OF POPULATION-BASED COHORT STUDIES. The purpose of this review is to assess the extent to which dementia is omitted as a cause of death from the death certificates of patients with dementia. A systematic literature search was performed to identify population-based cohort studies in which all participants were examined or screened for symptoms of dementia with a validated instrument followed by confirmation of any suspected cases with a clinical examination (two-phase investigation). Data were extracted in a standardized manner and assessed through the Strengthening the Reporting of Observational Studies in Epidemiology (STROBE) initiative. Seven studies met the selection criteria. These were from the Americas (5 articles: 2 from Canada, 2 from the US, and 1 from Brazil) and Europe (2 articles: 1 from the UK and 1 from Spain). Each met at least 83% of the STROBE criteria. The reporting of dementia on death certificates was poor in these 7 studies, ranging from 7.2%-41.8%. Respiratory or circulatory-related problems were the most frequently reported causes of death among people who were demented but who were not reported as demented on death certificates. The use of death certificates for studying dementia grossly underestimates the occurrence of dementia in the population. The poor reporting of dementia on these certificates suggests a lack of awareness of the importance of dementia as a cause of death among medical personnel. There is an urgent need to provide better education on the importance of codification of dementia on death certificates in order to minimize errors in epidemiological studies on dementia. ","
dementia, causes, death
"," 
"
causes,24583403," Respiratory or circulatory-related problems were the most frequently reported causes of death among people who were demented but who were not reported as demented on death certificates. 

###

","UNDER REPORTING OF DEMENTIA DEATHS ON DEATH CERTIFICATES: A SYSTEMATIC REVIEW OF POPULATION-BASED COHORT STUDIES. The purpose of this review is to assess the extent to which dementia is omitted as a cause of death from the death certificates of patients with dementia. A systematic literature search was performed to identify population-based cohort studies in which all participants were examined or screened for symptoms of dementia with a validated instrument followed by confirmation of any suspected cases with a clinical examination (two-phase investigation). Data were extracted in a standardized manner and assessed through the Strengthening the Reporting of Observational Studies in Epidemiology (STROBE) initiative. Seven studies met the selection criteria. These were from the Americas (5 articles: 2 from Canada, 2 from the US, and 1 from Brazil) and Europe (2 articles: 1 from the UK and 1 from Spain). Each met at least 83% of the STROBE criteria. The reporting of dementia on death certificates was poor in these 7 studies, ranging from 7.2%-41.8%. Respiratory or circulatory-related problems were the most frequently reported causes of death among people who were demented but who were not reported as demented on death certificates. The use of death certificates for studying dementia grossly underestimates the occurrence of dementia in the population. The poor reporting of dementia on these certificates suggests a lack of awareness of the importance of dementia as a cause of death among medical personnel. There is an urgent need to provide better education on the importance of codification of dementia on death certificates in order to minimize errors in epidemiological studies on dementia. ","
respiratory problems, causes, death
circulatory-related problems, causes, death
"," 
"
causes,24583403," The poor reporting of dementia on these certificates suggests a lack of awareness of the importance of dementia as a cause of death among medical personnel. 

###

","UNDER REPORTING OF DEMENTIA DEATHS ON DEATH CERTIFICATES: A SYSTEMATIC REVIEW OF POPULATION-BASED COHORT STUDIES. The purpose of this review is to assess the extent to which dementia is omitted as a cause of death from the death certificates of patients with dementia. A systematic literature search was performed to identify population-based cohort studies in which all participants were examined or screened for symptoms of dementia with a validated instrument followed by confirmation of any suspected cases with a clinical examination (two-phase investigation). Data were extracted in a standardized manner and assessed through the Strengthening the Reporting of Observational Studies in Epidemiology (STROBE) initiative. Seven studies met the selection criteria. These were from the Americas (5 articles: 2 from Canada, 2 from the US, and 1 from Brazil) and Europe (2 articles: 1 from the UK and 1 from Spain). Each met at least 83% of the STROBE criteria. The reporting of dementia on death certificates was poor in these 7 studies, ranging from 7.2%-41.8%. Respiratory or circulatory-related problems were the most frequently reported causes of death among people who were demented but who were not reported as demented on death certificates. The use of death certificates for studying dementia grossly underestimates the occurrence of dementia in the population. The poor reporting of dementia on these certificates suggests a lack of awareness of the importance of dementia as a cause of death among medical personnel. There is an urgent need to provide better education on the importance of codification of dementia on death certificates in order to minimize errors in epidemiological studies on dementia. ","
Dementia, causes, death
"," 
Dementia, causes, death"
causes,23628677," It is not easy to identify the cause of falling, because falling usually result from multiple factors. 

###

","[FALL RISK AND FRACTURE. AGING AND FALL/FRACTURE]. Fall deteriorates QOL and ADL of elderly people, especially when they suffer from hip and vertebral fractures. It is not easy to identify the cause of falling, because falling usually result from multiple factors. Among various potential causes, osteoporosis, osteoarthritis, medication of hypnotic drugs, and environmental factors are important, because they are frequent and can be modifiable. When evaluating fall risks, grasping power, one-leg standing time, timed up&go test, are useful. On the other hand, fall risk index, 22-item self-assessment test, is easy and even better in predicting future falls. In the Cochrane systematic review article 2009, exercise such as Tai-Chi, withdrawal of hypnotic drugs, and vitamin D supplementation are shown to prevent falls in community-dwelling elderly.",," 
"
causes,23628677,"Among various potential causes, osteoporosis, osteoarthritis, medication of hypnotic drugs, and environmental factors are important, because they are frequent and can be modifiable. 

###

","[FALL RISK AND FRACTURE. AGING AND FALL/FRACTURE]. Fall deteriorates QOL and ADL of elderly people, especially when they suffer from hip and vertebral fractures. It is not easy to identify the cause of falling, because falling usually result from multiple factors. Among various potential causes, osteoporosis, osteoarthritis, medication of hypnotic drugs, and environmental factors are important, because they are frequent and can be modifiable. When evaluating fall risks, grasping power, one-leg standing time, timed up&go test, are useful. On the other hand, fall risk index, 22-item self-assessment test, is easy and even better in predicting future falls. In the Cochrane systematic review article 2009, exercise such as Tai-Chi, withdrawal of hypnotic drugs, and vitamin D supplementation are shown to prevent falls in community-dwelling elderly.",," 
osteoporosis, causes, loss of bone density
ost"
causes,23628677," It is not easy to identify the cause of falling, because falling usually result from multiple factors. 

###

","[FALL RISK AND FRACTURE. AGING AND FALL/FRACTURE]. Fall deteriorates QOL and ADL of elderly people, especially when they suffer from hip and vertebral fractures. It is not easy to identify the cause of falling, because falling usually result from multiple factors. Among various potential causes, osteoporosis, osteoarthritis, medication of hypnotic drugs, and environmental factors are important, because they are frequent and can be modifiable. When evaluating fall risks, grasping power, one-leg standing time, timed up&go test, are useful. On the other hand, fall risk index, 22-item self-assessment test, is easy and even better in predicting future falls. In the Cochrane systematic review article 2009, exercise such as Tai-Chi, withdrawal of hypnotic drugs, and vitamin D supplementation are shown to prevent falls in community-dwelling elderly.",," 
"
causes,26219911," Human error is considered to be the main cause of preventable adverse events in high-risk industries, such as aviation. 

###

","[BETTER APPREHENSION OF ERRORS IN THE EARLY CLINICAL TREATMENT OF THE SEVERELY INJURED]. Every year preventable adverse events endanger a considerable number of patients. Current guidelines of the Federal Joint Committee require clinical quality management to provide amongst others an independent clinical risk management and a critical incident reporting system (CIRS). Such guidelines increase the pressure to actively deal with errors, even in emergency medicine. Human error is considered to be the main cause of preventable adverse events in high-risk industries, such as aviation. This observation is gladly directly transferred to clinical medicine.","
human error, causes, preventable adverse events
"," 
failure to correctly interpret or implement medication, causes, preventable adverse"
causes,23220449," The causes of PD remain poorly understood, although environmental toxicants may play etiologic roles. 

###

","SOLVENTS AND PARKINSON DISEASE: A SYSTEMATIC REVIEW OF TOXICOLOGICAL AND EPIDEMIOLOGICAL EVIDENCE. Parkinson disease (PD) is a debilitating neurodegenerative motor disorder, with its motor symptoms largely attributable to loss of dopaminergic neurons in the substantia nigra. The causes of PD remain poorly understood, although environmental toxicants may play etiologic roles. Solvents are widespread neurotoxicants present in the workplace and ambient environment. Case reports of parkinsonism, including PD, have been associated with exposures to various solvents, most notably trichloroethylene (TCE). Animal toxicology studies have been conducted on various organic solvents, with some, including TCE, demonstrating potential for inducing nigral system damage. However, a confirmed animal model of solvent-induced PD has not been developed. Numerous epidemiologic studies have investigated potential links between solvents and PD, yielding mostly null or weak associations. An exception is a recent study of twins indicating possible etiologic relations with TCE and other chlorinated solvents, although findings were based on small numbers, and dose-response gradients were not observed. At present, there is no consistent evidence from either the toxicological or epidemiologic perspective that any specific solvent or class of solvents is a cause of PD. Future toxicological research that addresses mechanisms of nigral damage from TCE and its metabolites, with exposure routes and doses relevant to human exposures, is recommended. Improvements in epidemiologic research, especially with regard to quantitative characterization of long-term exposures to specific solvents, are needed to advance scientific knowledge on this topic.",," 
"
causes,23220449," At present, there is no consistent evidence from either the toxicological or epidemiologic perspective that any specific solvent or class of solvents is a cause of PD. 

###

","SOLVENTS AND PARKINSON DISEASE: A SYSTEMATIC REVIEW OF TOXICOLOGICAL AND EPIDEMIOLOGICAL EVIDENCE. Parkinson disease (PD) is a debilitating neurodegenerative motor disorder, with its motor symptoms largely attributable to loss of dopaminergic neurons in the substantia nigra. The causes of PD remain poorly understood, although environmental toxicants may play etiologic roles. Solvents are widespread neurotoxicants present in the workplace and ambient environment. Case reports of parkinsonism, including PD, have been associated with exposures to various solvents, most notably trichloroethylene (TCE). Animal toxicology studies have been conducted on various organic solvents, with some, including TCE, demonstrating potential for inducing nigral system damage. However, a confirmed animal model of solvent-induced PD has not been developed. Numerous epidemiologic studies have investigated potential links between solvents and PD, yielding mostly null or weak associations. An exception is a recent study of twins indicating possible etiologic relations with TCE and other chlorinated solvents, although findings were based on small numbers, and dose-response gradients were not observed. At present, there is no consistent evidence from either the toxicological or epidemiologic perspective that any specific solvent or class of solvents is a cause of PD. Future toxicological research that addresses mechanisms of nigral damage from TCE and its metabolites, with exposure routes and doses relevant to human exposures, is recommended. Improvements in epidemiologic research, especially with regard to quantitative characterization of long-term exposures to specific solvents, are needed to advance scientific knowledge on this topic.",," 
"
causes,31585528," To our knowledge, none focused on the different causes which have been used to evaluate the preventability of readmissions. 

###

","TOWARDS A PATIENT JOURNEY PERSPECTIVE ON CAUSES OF UNPLANNED READMISSIONS USING A CLASSIFICATION FRAMEWORK: RESULTS OF A SYSTEMATIC REVIEW WITH NARRATIVE SYNTHESIS. Several literature reviews have been published focusing on the prevalence and/or preventability of hospital readmissions. To our knowledge, none focused on the different causes which have been used to evaluate the preventability of readmissions. Insight into the range of causes is crucial to understand the complex nature of readmissions. We conducted a systematic review to: (1) evaluate the range of causes of unplanned readmissions in a patient journey, and (2) present a cause classification framework that can support future readmission studies.",," 
"
causes,31585528,"Insight into the range of causes is crucial to understand the complex nature of readmissions. 

###

","TOWARDS A PATIENT JOURNEY PERSPECTIVE ON CAUSES OF UNPLANNED READMISSIONS USING A CLASSIFICATION FRAMEWORK: RESULTS OF A SYSTEMATIC REVIEW WITH NARRATIVE SYNTHESIS. Several literature reviews have been published focusing on the prevalence and/or preventability of hospital readmissions. To our knowledge, none focused on the different causes which have been used to evaluate the preventability of readmissions. Insight into the range of causes is crucial to understand the complex nature of readmissions. We conducted a systematic review to: (1) evaluate the range of causes of unplanned readmissions in a patient journey, and (2) present a cause classification framework that can support future readmission studies.",," 
"
causes,28038722," Coronary artery disease (CAD) is one of the important causes of cardiovascular morbidity and mortality globally, giving rise to more than 7 million deaths annually. 

###

","MANAGEMENT STANDARDS FOR STABLE CORONARY ARTERY DISEASE IN INDIA. Coronary artery disease (CAD) is one of the important causes of cardiovascular morbidity and mortality globally, giving rise to more than 7 million deaths annually. An increasing burden of CAD in India is a major cause of concern with angina being the leading manifestation. Stable coronary artery disease (SCAD) is characterised by episodes of transient central chest pain (angina pectoris), often triggered by exercise, emotion or other forms of stress, generally triggered by a reversible mismatch between myocardial oxygen demand and supply resulting in myocardial ischemia or hypoxia. A stabilised, frequently asymptomatic phase following an acute coronary syndrome (ACS) is also classified as SCAD. This definition of SCAD also encompasses vasospastic and microvascular angina under the common umbrella.","
Coronary artery disease (CAD), causes, cardiovascular morbidity
Coronary artery disease (CAD), causes, cardiovascular mortality
Coronary artery disease (CAD), causes, death
"," 
CAD, causes, cardiovascular morbidity
CAD, causes,"
causes,28038722,"An increasing burden of CAD in India is a major cause of concern with angina being the leading manifestation. 

###

","MANAGEMENT STANDARDS FOR STABLE CORONARY ARTERY DISEASE IN INDIA. Coronary artery disease (CAD) is one of the important causes of cardiovascular morbidity and mortality globally, giving rise to more than 7 million deaths annually. An increasing burden of CAD in India is a major cause of concern with angina being the leading manifestation. Stable coronary artery disease (SCAD) is characterised by episodes of transient central chest pain (angina pectoris), often triggered by exercise, emotion or other forms of stress, generally triggered by a reversible mismatch between myocardial oxygen demand and supply resulting in myocardial ischemia or hypoxia. A stabilised, frequently asymptomatic phase following an acute coronary syndrome (ACS) is also classified as SCAD. This definition of SCAD also encompasses vasospastic and microvascular angina under the common umbrella.",," 
"
